long_name,overall,potential,height_cm,weight_kg,weak_foot,skill_moves,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,cf,cm,cb,gk,AttackWorkRate,DefenseWorkRate,position_Defender,position_Forward,position_Goalkeeper,position_Midfielder,preferred_foot_Left,preferred_foot_Right,tag_Acrobat,tag_Aerial Threat,tag_Clinical Finisher,tag_Complete Defender,tag_Complete Forward,tag_Complete Midfielder,tag_Crosser,tag_Distance Shooter,tag_Dribbler,tag_Engine,tag_FK Specialist,tag_Playmaker,tag_Poacher,tag_Speedster,tag_Strength,tag_Tackling,tag_Tactician,traits_Cautious With Crosses,traits_Chip Shot (AI),traits_Comes For Crosses,traits_Dives Into Tackles (AI),traits_Early Crosser,traits_Finesse Shot,traits_Flair,traits_GK Long Throw,traits_Giant Throw-in,traits_Injury Prone,traits_Leadership,traits_Long Passer (AI),traits_Long Shot Taker (AI),traits_Long Throw-in,traits_Outside Foot Shot,traits_Playmaker (AI),traits_Power Free-Kick,traits_Power Header,traits_Rushes Out Of Goal,traits_Saves with Feet,traits_Solid Player,traits_Speed Dribbler (AI),traits_Team Player,traits_Technical Dribbler (AI)
Marie-Morgane Sieber,72,81,175,66,3,1,0.0,0.0,0.0,0.0,0.0,0.0,15,14,12,27,10,15,17,12,24,19,44,37,41,72,53,51,63,34,51,12,27,15,9,31,14,36.0,16,15,12,69,68,68,72,75,41.0,26,28,26,73,0.5,0.5,0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Lamontagne,73,76,168,65,3,3,77.0,74.0,62.0,71.0,34.0,74.0,57,75,73,68,68,69,59,63,59,72,81,74,75,71,75,74,87,81,80,71,45,27,75,60,72,69.0,34,29,26,9,10,9,14,13,0.0,72,66,50,20,1.0,0.5,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Solène Champagnac,71,78,166,59,3,3,51.0,57.0,64.0,65.0,69.0,66.0,48,52,52,73,50,63,58,65,68,68,54,48,59,70,68,66,57,71,61,58,72,73,59,61,67,68.0,68,73,70,6,15,14,8,14,0.0,62,69,69,19,0.5,0.5,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yasmine Hall,70,75,166,68,3,3,74.0,47.0,63.0,68.0,65.0,72.0,67,44,55,70,45,67,67,46,59,70,77,71,68,69,71,56,71,67,81,41,58,69,59,53,49,66.0,67,62,68,14,12,9,6,6,0.0,62,65,69,18,0.5,0.5,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mariam Diakité,70,72,169,60,3,2,61.0,51.0,49.0,48.0,72.0,66.0,33,37,71,63,34,39,41,66,49,56,53,67,41,67,60,86,81,53,66,55,77,67,35,39,53,60.0,71,75,72,5,9,10,12,14,0.0,51,55,72,18,0.0,0.5,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manon Heil,73,77,173,69,2,1,0.0,0.0,0.0,0.0,0.0,0.0,15,9,11,23,9,12,14,14,26,16,33,38,34,69,43,52,57,32,60,9,19,14,7,35,14,31.0,11,15,10,68,70,69,75,77,35.0,24,27,25,74,0.5,0.5,0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olesya Arsenieva,71,77,168,69,2,1,0.0,0.0,0.0,0.0,0.0,0.0,15,11,12,27,8,12,13,14,24,15,33,38,40,64,47,50,58,33,67,8,28,12,8,42,12,37.0,15,17,12,69,68,67,72,75,35.0,24,28,27,72,0.5,0.5,0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fanny Hoarau,73,73,161,53,2,3,70.0,45.0,63.0,70.0,71.0,63.0,67,41,63,72,40,67,57,45,59,73,74,67,72,69,87,58,74,73,58,40,61,73,58,54,49,63.0,72,69,74,14,14,13,13,11,0.0,62,67,71,21,1.0,0.5,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deja Davis,73,76,173,69,3,2,56.0,49.0,52.0,63.0,74.0,78.0,41,46,79,64,38,65,45,36,59,68,64,49,40,69,52,63,91,74,82,39,71,69,43,44,68,63.0,75,75,71,7,10,6,6,9,0.0,57,63,75,17,0.5,0.5,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nora Coton-Pelagie,74,74,164,52,3,3,45.0,72.0,77.0,75.0,53.0,52.0,72,74,56,80,57,77,73,71,76,75,33,55,63,81,68,70,33,53,55,74,47,59,75,80,71,75.0,49,55,43,12,14,8,12,14,0.0,73,74,58,22,0.5,0.5,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romane Enguehard,73,79,163,54,3,3,68.0,66.0,71.0,75.0,67.0,61.0,65,69,45,75,59,75,63,58,70,78,64,71,73,69,71,62,40,77,53,64,64,70,70,75,61,68.0,67,71,70,11,15,8,11,11,0.0,71,75,67,20,0.5,0.5,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eva Sumo,74,74,169,59,4,4,62.0,67.0,72.0,80.0,59.0,55.0,59,67,53,75,64,81,80,68,73,81,56,66,78,72,78,67,64,83,37,64,63,61,70,78,71,82.0,58,64,52,6,15,7,13,9,0.0,73,74,61,19,0.5,0.5,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Kelsey Beth Marques Araujo,73,78,168,56,3,3,76.0,73.0,65.0,76.0,33.0,65.0,57,75,69,73,71,76,67,67,61,80,76,76,71,70,66,70,74,78,66,73,43,19,75,62,71,72.0,33,31,26,13,13,9,11,9,0.0,74,69,48,20,0.5,0.5,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nadjma Ali Nadjim,75,75,161,57,3,3,87.0,76.0,56.0,73.0,35.0,66.0,38,78,70,65,71,71,59,61,50,77,84,90,73,73,64,73,78,69,73,76,44,27,77,60,68,71.0,34,32,30,11,8,6,14,12,0.0,74,65,50,20,0.5,0.5,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Salma Celeste Paralluelo Ayingono,78,94,174,58,4,4,93.0,78.0,71.0,79.0,44.0,69.0,68,82,66,73,71,80,77,65,70,80,92,93,85,67,73,81,80,74,72,74,51,41,70,69,63,68.0,42,42,40,6,6,12,6,13,0.0,77,72,56,16,0.5,0.5,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Telma Ívarsdóttir,65,74,178,68,2,1,0.0,0.0,0.0,0.0,0.0,0.0,10,7,8,15,7,8,11,11,22,11,35,35,37,52,47,50,65,26,68,11,20,9,8,51,14,34.0,12,12,11,65,66,66,64,65,35.0,21,24,23,66,0.5,0.5,0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sandra Sigurðardóttir,76,76,184,77,3,1,0.0,0.0,0.0,0.0,0.0,0.0,10,7,8,17,7,12,11,11,30,11,30,26,32,71,40,53,57,34,74,12,35,9,9,50,15,60.0,15,12,15,74,77,70,76,74,28.0,23,28,27,76,0.5,0.5,0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guðrún Arnardóttir,73,75,171,68,3,2,71.0,34.0,58.0,69.0,76.0,70.0,32,34,71,75,30,68,31,42,68,76,71,71,68,75,51,33,58,77,69,35,66,74,27,58,51,58.0,82,75,71,9,11,9,13,7,0.0,58,68,75,19,0.5,1.0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hallbera Guðný Gísladóttir,72,72,168,58,3,2,72.0,39.0,62.0,64.0,71.0,67.0,65,32,67,63,34,58,66,62,58,73,71,72,69,73,53,36,56,75,67,56,59,69,32,58,55,62.0,75,71,69,8,9,5,12,14,0.0,56,64,71,19,0.5,0.5,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elísa Viðarsdóttir,70,70,167,57,3,2,71.0,33.0,59.0,64.0,69.0,65.0,61,25,58,59,25,57,59,60,58,73,71,71,68,71,56,27,54,67,66,55,61,67,34,57,48,59.0,75,68,67,12,13,7,7,15,0.0,54,62,69,20,0.5,0.5,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sif Atladóttir,70,70,162,59,3,2,71.0,37.0,69.0,62.0,67.0,63.0,69,35,64,77,42,57,69,58,70,69,70,71,66,73,57,34,58,67,63,41,58,62,36,59,56,58.0,73,65,64,11,11,14,15,15,0.0,57,66,68,22,0.5,0.5,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ingibjörg Sigurðardóttir,72,78,167,62,3,2,69.0,58.0,63.0,66.0,74.0,69.0,54,56,65,68,59,63,54,64,66,72,69,69,66,77,57,63,59,71,68,63,73,73,34,61,60,62.0,78,72,76,8,8,7,14,9,0.0,62,68,74,19,0.5,0.5,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amanda Andradóttir,65,82,172,58,3,3,71.0,60.0,61.0,65.0,38.0,63.0,52,66,61,67,50,64,55,56,60,69,71,71,69,65,50,53,62,65,68,56,48,35,64,63,57,61.0,39,33,32,14,10,15,11,9,0.0,65,63,50,19,0.5,0.5,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Selma Sól Magnúsdóttir,69,76,168,63,3,3,69.0,60.0,68.0,66.0,65.0,66.0,62,58,53,77,54,69,56,57,67,70,69,69,45,69,57,61,52,65,66,63,72,65,55,64,64,56.0,66,67,65,9,9,12,7,11,0.0,65,70,68,18,0.5,0.5,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Áslaug Munda Gunnlaugsdóttir,68,82,172,65,4,3,77.0,60.0,63.0,69.0,65.0,66.0,63,63,65,66,51,70,61,60,61,72,78,76,74,62,50,57,61,72,70,58,49,62,56,61,57,62.0,71,63,62,14,6,10,13,11,0.0,65,67,66,19,1.0,1.0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Agla María Albertsdóttir,72,80,164,64,5,3,73.0,71.0,69.0,73.0,35.0,63.0,78,69,62,64,68,75,78,63,68,75,74,73,68,71,66,74,56,67,66,76,51,24,70,70,62,63.0,28,38,37,10,11,8,14,13,0.0,72,68,48,20,1.0,0.5,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Berglind Björg Þorvaldsdóttir,74,74,175,66,4,3,76.0,75.0,56.0,71.0,36.0,70.0,34,76,72,65,72,72,31,63,54,74,75,76,71,75,51,74,56,68,75,76,65,21,77,68,68,68.0,40,33,30,8,6,14,14,10,0.0,73,66,51,19,0.5,0.5,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Elín Metta Jensen,74,74,172,60,3,3,73.0,74.0,58.0,73.0,31.0,70.0,41,75,74,65,74,75,56,61,54,76,73,73,67,76,50,73,65,72,70,74,68,23,77,65,66,66.0,27,28,27,8,12,7,15,10,0.0,73,66,49,20,0.5,0.5,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Julieta Cruz,66,69,161,57,2,2,68.0,35.0,47.0,61.0,65.0,57.0,50,31,53,59,37,57,38,36,43,67,67,69,61,71,72,42,78,66,49,34,58,61,29,30,42,49.0,68,68,66,15,7,6,7,8,0.0,51,55,65,18,0.5,0.5,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vanina Preininger,66,69,168,60,5,2,65.0,68.0,59.0,58.0,62.0,64.0,33,60,53,73,68,49,37,69,68,64,67,63,69,67,66,77,52,60,65,82,67,63,64,59,56,63.0,65,63,60,12,11,9,10,13,0.0,63,67,65,19,0.5,0.5,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Erica Lonigro,66,66,161,68,2,2,65.0,66.0,41.0,69.0,25.0,47.0,32,69,63,52,58,70,52,51,30,70,64,65,68,73,75,67,70,65,46,62,22,22,70,33,59,49.0,19,22,19,15,12,14,12,9,0.0,64,54,38,21,0.5,0.0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maricel Pereyra,66,82,160,55,3,3,69.0,58.0,63.0,66.0,61.0,49.0,52,56,48,70,61,64,57,52,69,67,68,69,64,69,80,60,78,77,35,64,40,58,54,62,47,57.0,64,64,58,8,9,14,5,14,0.0,63,68,60,18,0.5,0.5,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daiana Falfán,66,77,165,60,3,2,64.0,51.0,58.0,69.0,62.0,59.0,37,53,47,70,49,68,51,48,61,72,65,64,67,68,67,56,71,75,52,49,53,64,34,59,47,60.0,62,64,62,14,9,15,11,7,0.0,60,66,63,19,0.5,0.5,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romina Núñez,72,72,158,55,3,3,76.0,60.0,60.0,69.0,66.0,55.0,56,60,48,71,55,70,39,42,64,66,74,78,73,72,74,68,61,81,42,65,54,65,38,49,41,58.0,62,72,77,8,14,7,9,10,0.0,63,66,65,19,0.5,0.5,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marianela Szymanowski,67,67,162,51,3,3,68.0,52.0,66.0,65.0,51.0,60.0,57,49,56,74,50,61,53,52,68,65,66,70,73,71,74,55,76,74,53,53,56,63,68,68,54,64.0,41,53,48,12,10,13,6,5,0.0,64,67,58,17,0.5,0.5,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kinga Szemik,73,79,182,70,2,1,0.0,0.0,0.0,0.0,0.0,0.0,12,13,11,31,8,17,16,12,24,22,34,45,42,63,45,54,69,32,42,8,22,14,9,41,19,33.0,10,15,13,76,70,72,72,75,38.0,27,30,24,74,0.5,0.5,0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hillary Diaz,65,79,173,64,4,3,77.0,61.0,62.0,64.0,51.0,64.0,53,60,64,70,60,61,56,56,62,68,78,76,67,61,68,65,71,66,72,61,42,47,61,59,59,55.0,56,48,43,6,7,8,8,13,0.0,64,64,58,16,0.5,0.5,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Madeline Roth,71,82,174,59,3,3,70.0,71.0,65.0,73.0,42.0,58.0,62,73,61,68,68,72,67,60,60,75,68,72,72,65,75,69,59,71,59,70,41,38,74,66,55,69.0,39,41,38,9,11,8,6,12,0.0,71,68,51,18,0.5,0.5,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romane Salvador,68,74,170,67,3,1,0.0,0.0,0.0,0.0,0.0,0.0,12,13,12,35,9,23,25,13,29,25,49,45,47,55,57,56,51,27,40,11,27,17,12,38,17,55.0,15,14,14,68,64,75,66,72,47.0,29,31,25,69,0.5,0.5,0,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inès Marques,62,76,175,63,2,1,0.0,0.0,0.0,0.0,0.0,0.0,12,9,9,24,8,12,14,12,21,18,43,41,48,49,51,50,57,31,39,9,22,13,10,31,16,36.0,16,16,14,63,59,66,57,68,42.0,23,25,23,63,0.5,0.5,0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Justine Lerond,73,81,169,74,2,1,0.0,0.0,0.0,0.0,0.0,0.0,13,11,12,26,9,13,16,14,21,17,37,42,38,69,45,50,51,32,68,10,29,13,11,31,19,41.0,15,13,11,73,70,66,72,77,39.0,25,26,27,74,0.5,0.5,0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
